first_name,last_name,year,wins,losses,ties,school
Ken,Hatfield,2000,3,8,0,Rice
Ken,Hatfield,2001,8,4,0,Rice
Ken,Hatfield,2002,4,7,0,Rice
Ken,Hatfield,2003,5,7,0,Rice
Ken,Hatfield,2004,3,8,0,Rice
Ken,Hatfield,2005,1,10,0,Rice
Bobby,Hauck,2010,2,11,0,UNLV
Bobby,Hauck,2011,2,10,0,UNLV
Bobby,Hauck,2012,2,11,0,UNLV
Bobby,Hauck,2013,7,6,0,UNLV
Bobby,Hauck,2014,2,11,0,UNLV
Dan,Hawkins,2001,8,4,0,Boise State
Dan,Hawkins,2002,12,1,0,Boise State
Dan,Hawkins,2003,13,1,0,Boise State
Dan,Hawkins,2004,11,1,0,Boise State
Dan,Hawkins,2005,9,4,0,Boise State
Dan,Hawkins,2006,2,10,0,Colorado
Dan,Hawkins,2007,6,7,0,Colorado
Dan,Hawkins,2008,5,7,0,Colorado
Dan,Hawkins,2009,3,9,0,Colorado
Dan,Hawkins,2010,3,6,0,Colorado
Tom,Hayes,2001,1,2,0,Kansas
Paul,Haynes,2013,4,8,0,Kent State
Paul,Haynes,2014,2,9,0,Kent State
Paul,Haynes,2015,3,9,0,Kent State
Paul,Haynes,2016,3,9,0,Kent State
Paul,Haynes,2017,2,10,0,Kent State
Michael,Haywood,2009,1,11,0,Miami (OH)
Michael,Haywood,2010,9,4,0,Miami (OH)
Darrell,Hazell,2011,5,7,0,Kent State
Darrell,Hazell,2012,11,3,0,Kent State
Darrell,Hazell,2013,1,11,0,Purdue
Darrell,Hazell,2014,3,9,0,Purdue
Darrell,Hazell,2015,2,10,0,Purdue
Darrell,Hazell,2016,3,3,0,Purdue
Will,Healy,2019,7,6,0,Charlotte
Will,Healy,2020,2,4,0,Charlotte
Will,Healy,2021,5,7,0,Charlotte
Will,Healy,2022,0,0,0,Charlotte
Mark,Helfrich,2013,11,2,0,Oregon
Mark,Helfrich,2014,13,2,0,Oregon
Mark,Helfrich,2015,9,4,0,Oregon
Mark,Helfrich,2016,4,8,0,Oregon
Clay,Helton,2013,1,0,0,USC
Clay,Helton,2015,5,4,0,USC
Clay,Helton,2016,10,3,0,USC
Clay,Helton,2017,11,3,0,USC
Clay,Helton,2018,5,7,0,USC
Clay,Helton,2019,8,5,0,USC
Clay,Helton,2020,5,1,0,USC
Clay,Helton,2021,1,1,0,USC
Clay,Helton,2022,0,0,0,Georgia Southern
Tyson,Helton,2019,9,4,0,Western Kentucky
Tyson,Helton,2020,5,7,0,Western Kentucky
Tyson,Helton,2021,9,5,0,Western Kentucky
Tyson,Helton,2022,0,0,0,Western Kentucky
Tom,Herman,2015,13,1,0,Houston
Tom,Herman,2016,9,3,0,Houston
Tom,Herman,2017,7,6,0,Texas
Tom,Herman,2018,10,4,0,Texas
Tom,Herman,2019,8,5,0,Texas
Tom,Herman,2020,7,3,0,Texas
Josh,Heupel,2018,12,1,0,UCF
Josh,Heupel,2019,10,3,0,UCF
Josh,Heupel,2020,6,4,0,UCF
Josh,Heupel,2021,7,6,0,Tennessee
Josh,Heupel,2022,0,0,0,Tennessee
Patrick,Higgins,2012,0,1,0,Purdue
Fitz,Hill,2001,3,9,0,San José State
Fitz,Hill,2002,6,7,0,San José State
Fitz,Hill,2003,3,8,0,San José State
Fitz,Hill,2004,2,9,0,San José State
Pat,Hill,2000,7,5,0,Fresno State
Pat,Hill,2001,11,3,0,Fresno State
Pat,Hill,2002,9,5,0,Fresno State
Pat,Hill,2003,9,5,0,Fresno State
Pat,Hill,2004,9,3,0,Fresno State
Pat,Hill,2005,8,5,0,Fresno State
Pat,Hill,2006,4,8,0,Fresno State
Pat,Hill,2007,9,4,0,Fresno State
Pat,Hill,2008,7,6,0,Fresno State
Pat,Hill,2009,8,5,0,Fresno State
Pat,Hill,2010,8,5,0,Fresno State
Pat,Hill,2011,4,9,0,Fresno State
Terry,Hoeppner,2000,6,5,0,Miami (OH)
Terry,Hoeppner,2001,7,5,0,Miami (OH)
Terry,Hoeppner,2002,7,5,0,Miami (OH)
Terry,Hoeppner,2003,13,1,0,Miami (OH)
Terry,Hoeppner,2004,8,5,0,Miami (OH)
Terry,Hoeppner,2005,4,7,0,Indiana
Terry,Hoeppner,2006,5,7,0,Indiana
Jim,Hofher,2001,3,8,0,Buffalo
Jim,Hofher,2002,1,11,0,Buffalo
Jim,Hofher,2003,1,11,0,Buffalo
Jim,Hofher,2004,2,9,0,Buffalo
Jim,Hofher,2005,1,10,0,Buffalo
Brady,Hoke,2003,4,8,0,Ball State
Brady,Hoke,2004,2,9,0,Ball State
Brady,Hoke,2005,4,7,0,Ball State
Brady,Hoke,2006,5,7,0,Ball State
Brady,Hoke,2007,7,6,0,Ball State
Brady,Hoke,2008,12,1,0,Ball State
Brady,Hoke,2009,4,8,0,San Diego State
Brady,Hoke,2010,9,4,0,San Diego State
Brady,Hoke,2011,11,2,0,Michigan
Brady,Hoke,2012,8,5,0,Michigan
Brady,Hoke,2013,7,6,0,Michigan
Brady,Hoke,2014,5,7,0,Michigan
Brady,Hoke,2017,0,2,0,Tennessee
Brady,Hoke,2020,4,4,0,San Diego State
Brady,Hoke,2021,12,2,0,San Diego State
Brady,Hoke,2022,0,0,0,San Diego State
Dana,Holgorsen,2011,10,3,0,West Virginia
Dana,Holgorsen,2012,7,6,0,West Virginia
Dana,Holgorsen,2013,4,8,0,West Virginia
Dana,Holgorsen,2014,7,6,0,West Virginia
Dana,Holgorsen,2015,8,5,0,West Virginia
Dana,Holgorsen,2016,10,3,0,West Virginia
Dana,Holgorsen,2017,7,6,0,West Virginia
Dana,Holgorsen,2018,8,4,0,West Virginia
Dana,Holgorsen,2019,4,8,0,Houston
Dana,Holgorsen,2020,3,5,0,Houston
Dana,Holgorsen,2021,12,2,0,Houston
Dana,Holgorsen,2022,0,0,0,Houston
Doc,Holliday,2010,5,7,0,Marshall
Doc,Holliday,2011,7,6,0,Marshall
Doc,Holliday,2012,5,7,0,Marshall
Doc,Holliday,2013,10,4,0,Marshall
Doc,Holliday,2014,13,1,0,Marshall
Doc,Holliday,2015,10,3,0,Marshall
Doc,Holliday,2016,3,9,0,Marshall
Doc,Holliday,2017,8,5,0,Marshall
Doc,Holliday,2018,9,4,0,Marshall
Doc,Holliday,2019,8,5,0,Marshall
Doc,Holliday,2020,7,3,0,Marshall
Joe,Hollis,2000,1,10,0,Arkansas State
Joe,Hollis,2001,2,9,0,Arkansas State
Tom,Holmoe,2000,3,8,0,California
Tom,Holmoe,2001,1,10,0,California
Nick,Holt,2004,3,9,0,Idaho
Nick,Holt,2005,2,9,0,Idaho
Lou,Holtz,2000,8,4,0,South Carolina
Lou,Holtz,2001,9,3,0,South Carolina
Lou,Holtz,2002,5,7,0,South Carolina
Lou,Holtz,2003,5,7,0,South Carolina
Lou,Holtz,2004,6,5,0,South Carolina
Skip,Holtz,2005,5,6,0,East Carolina
Skip,Holtz,2006,7,6,0,East Carolina
Skip,Holtz,2007,8,5,0,East Carolina
Skip,Holtz,2008,9,5,0,East Carolina
Skip,Holtz,2009,9,5,0,East Carolina
Skip,Holtz,2010,8,5,0,South Florida
Skip,Holtz,2011,5,7,0,South Florida
Skip,Holtz,2012,3,9,0,South Florida
Skip,Holtz,2013,4,8,0,Louisiana Tech
Skip,Holtz,2014,9,5,0,Louisiana Tech
Skip,Holtz,2015,9,4,0,Louisiana Tech
Skip,Holtz,2016,9,5,0,Louisiana Tech
Skip,Holtz,2017,7,6,0,Louisiana Tech
Skip,Holtz,2018,8,5,0,Louisiana Tech
Skip,Holtz,2019,10,3,0,Louisiana Tech
Skip,Holtz,2020,5,5,0,Louisiana Tech
Skip,Holtz,2021,3,9,0,Louisiana Tech
Danny,Hope,2009,5,7,0,Purdue
Danny,Hope,2010,4,8,0,Purdue
Danny,Hope,2011,7,6,0,Purdue
Danny,Hope,2012,3,3,0,Purdue
Jay,Hopson,2016,7,6,0,Southern Mississippi
Jay,Hopson,2017,8,5,0,Southern Mississippi
Jay,Hopson,2018,6,5,0,Southern Mississippi
Jay,Hopson,2019,7,6,0,Southern Mississippi
Jay,Hopson,2020,0,1,0,Southern Mississippi
Jeff,Horton,2010,2,3,0,Minnesota
Mike,Houston,2019,4,8,0,East Carolina
Mike,Houston,2020,3,6,0,East Carolina
Mike,Houston,2021,7,5,0,East Carolina
Mike,Houston,2022,0,0,0,East Carolina
Mark,Hudspeth,2011,9,4,0,Louisiana
Mark,Hudspeth,2012,9,4,0,Louisiana
Mark,Hudspeth,2013,9,4,0,Louisiana
Mark,Hudspeth,2014,9,4,0,Louisiana
Mark,Hudspeth,2015,4,8,0,Louisiana
Mark,Hudspeth,2016,6,7,0,Louisiana
Mark,Hudspeth,2017,5,7,0,Louisiana
Charles,Huff,2021,7,6,0,Marshall
Charles,Huff,2022,0,0,0,Marshall
Mark,Hutson,2012,0,6,0,Tulane
Rob,Ianello,2010,1,11,0,Akron
Rob,Ianello,2011,1,11,0,Akron
Mark,Ivey,2018,1,0,0,Appalachian State
Jeff,Jagodzinski,2007,11,3,0,Boston College
Jeff,Jagodzinski,2008,9,5,0,Boston College
Mike,Jinks,2016,4,8,0,Bowling Green
Mike,Jinks,2017,2,10,0,Bowling Green
Mike,Jinks,2018,1,6,0,Bowling Green
Bobby,Johnson,2002,2,10,0,Vanderbilt
Bobby,Johnson,2003,2,10,0,Vanderbilt
Bobby,Johnson,2004,2,9,0,Vanderbilt
Bobby,Johnson,2005,5,6,0,Vanderbilt
Bobby,Johnson,2006,4,8,0,Vanderbilt
Bobby,Johnson,2007,5,7,0,Vanderbilt
Bobby,Johnson,2008,7,6,0,Vanderbilt
Bobby,Johnson,2009,2,10,0,Vanderbilt
Curtis,Johnson,2012,2,10,0,Tulane
Curtis,Johnson,2013,7,6,0,Tulane
Curtis,Johnson,2014,3,9,0,Tulane
Curtis,Johnson,2015,3,9,0,Tulane
Ellis,Johnson,2012,0,12,0,Southern Mississippi
Paul,Johnson,2002,2,10,0,Navy
Paul,Johnson,2003,8,5,0,Navy
Paul,Johnson,2004,10,2,0,Navy
Paul,Johnson,2005,8,4,0,Navy
Paul,Johnson,2006,9,4,0,Navy
Paul,Johnson,2007,8,4,0,Navy
Paul,Johnson,2008,9,4,0,Georgia Tech
Paul,Johnson,2009,11,3,0,Georgia Tech
Paul,Johnson,2010,6,7,0,Georgia Tech
Paul,Johnson,2011,8,5,0,Georgia Tech
Paul,Johnson,2012,7,7,0,Georgia Tech
Paul,Johnson,2013,7,6,0,Georgia Tech
Paul,Johnson,2014,11,3,0,Georgia Tech
Paul,Johnson,2015,3,9,0,Georgia Tech
Paul,Johnson,2016,9,4,0,Georgia Tech
Paul,Johnson,2017,5,6,0,Georgia Tech
Paul,Johnson,2018,7,6,0,Georgia Tech
Butch,Jones,2007,8,6,0,Central Michigan
Butch,Jones,2008,8,5,0,Central Michigan
Butch,Jones,2009,11,2,0,Central Michigan
Butch,Jones,2010,4,8,0,Cincinnati
Butch,Jones,2011,10,3,0,Cincinnati
Butch,Jones,2012,9,3,0,Cincinnati
Butch,Jones,2013,5,7,0,Tennessee
Butch,Jones,2014,7,6,0,Tennessee
Butch,Jones,2015,9,4,0,Tennessee
Butch,Jones,2016,9,4,0,Tennessee
Butch,Jones,2017,4,6,0,Tennessee
Butch,Jones,2021,2,10,0,Arkansas State
Butch,Jones,2022,0,0,0,Arkansas State
Joey,Jones,2012,2,11,0,South Alabama
Joey,Jones,2013,6,6,0,South Alabama
Joey,Jones,2014,6,7,0,South Alabama
Joey,Jones,2015,5,7,0,South Alabama
Joey,Jones,2016,6,7,0,South Alabama
Joey,Jones,2017,4,8,0,South Alabama
June,Jones,2000,3,9,0,Hawai'i
June,Jones,2001,9,3,0,Hawai'i
June,Jones,2002,10,4,0,Hawai'i
June,Jones,2003,9,5,0,Hawai'i
June,Jones,2004,8,5,0,Hawai'i
June,Jones,2005,5,7,0,Hawai'i
June,Jones,2006,11,3,0,Hawai'i
June,Jones,2007,12,1,0,Hawai'i
June,Jones,2008,1,11,0,SMU
June,Jones,2009,8,5,0,SMU
June,Jones,2010,7,7,0,SMU
June,Jones,2011,8,5,0,SMU
June,Jones,2012,7,6,0,SMU
June,Jones,2013,5,7,0,SMU
June,Jones,2014,0,2,0,SMU
Barry Lunney,Jr.,2019,0,2,0,Arkansas
Bobby,Keasler,2000,1,10,0,Louisiana Monroe
Bobby,Keasler,2001,2,9,0,Louisiana Monroe
Bobby,Keasler,2002,0,3,0,Louisiana Monroe
Brian,Kelly,2004,4,7,0,Central Michigan
Brian,Kelly,2005,6,5,0,Central Michigan
Brian,Kelly,2006,1,0,0,Cincinnati
Brian,Kelly,2006,9,4,0,Central Michigan
Brian,Kelly,2007,10,3,0,Cincinnati
Brian,Kelly,2008,11,3,0,Cincinnati
Brian,Kelly,2009,12,0,0,Cincinnati
Brian,Kelly,2010,8,5,0,Notre Dame
Brian,Kelly,2011,8,5,0,Notre Dame
Brian,Kelly,2012,12,1,0,Notre Dame
Brian,Kelly,2013,9,4,0,Notre Dame
Brian,Kelly,2014,8,5,0,Notre Dame
Brian,Kelly,2015,10,3,0,Notre Dame
Brian,Kelly,2016,4,8,0,Notre Dame
Brian,Kelly,2017,10,3,0,Notre Dame
Brian,Kelly,2018,12,1,0,Notre Dame
Brian,Kelly,2019,11,2,0,Notre Dame
Brian,Kelly,2020,10,2,0,Notre Dame
Brian,Kelly,2021,11,1,0,Notre Dame
Brian,Kelly,2022,0,0,0,LSU
Chip,Kelly,2009,10,3,0,Oregon
Chip,Kelly,2010,12,1,0,Oregon
Chip,Kelly,2011,12,2,0,Oregon
Chip,Kelly,2012,12,1,0,Oregon
Chip,Kelly,2018,3,9,0,UCLA
Chip,Kelly,2019,4,8,0,UCLA
Chip,Kelly,2020,3,4,0,UCLA
Chip,Kelly,2021,8,4,0,UCLA
Chip,Kelly,2022,0,0,0,UCLA
Eric,Kiesau,2016,0,4,0,Fresno State
Lane,Kiffin,2009,7,6,0,Tennessee
Lane,Kiffin,2010,8,5,0,USC
Lane,Kiffin,2011,10,2,0,USC
Lane,Kiffin,2012,7,6,0,USC
Lane,Kiffin,2013,3,2,0,USC
Lane,Kiffin,2017,11,3,0,Florida Atlantic
Lane,Kiffin,2018,5,7,0,Florida Atlantic
Lane,Kiffin,2019,11,3,0,Florida Atlantic
Lane,Kiffin,2020,5,5,0,Ole Miss
Lane,Kiffin,2021,10,3,0,Ole Miss
Lane,Kiffin,2022,0,0,0,Ole Miss
Jerry,Kill,2008,6,7,0,Northern Illinois
Jerry,Kill,2009,7,6,0,Northern Illinois
Jerry,Kill,2010,10,3,0,Northern Illinois
Jerry,Kill,2011,3,9,0,Minnesota
Jerry,Kill,2012,6,7,0,Minnesota
Jerry,Kill,2013,8,5,0,Minnesota
Jerry,Kill,2014,8,5,0,Minnesota
Jerry,Kill,2015,4,3,0,Minnesota
Jerry,Kill,2021,2,2,0,TCU
Jerry,Kill,2022,0,0,0,New Mexico State
Kliff,Kingsbury,2013,8,5,0,Texas Tech
Kliff,Kingsbury,2014,4,8,0,Texas Tech
Kliff,Kingsbury,2015,7,6,0,Texas Tech
Kliff,Kingsbury,2016,5,7,0,Texas Tech
Kliff,Kingsbury,2017,6,7,0,Texas Tech
Kliff,Kingsbury,2018,5,7,0,Texas Tech
Tim,Kish,2011,3,3,0,Arizona
Chris,Klieman,2019,8,5,0,Kansas State
Chris,Klieman,2020,4,6,0,Kansas State
Chris,Klieman,2021,8,5,0,Kansas State
Chris,Klieman,2022,0,0,0,Kansas State
Brian,Knorr,2001,1,10,0,Ohio
Brian,Knorr,2002,4,8,0,Ohio
Brian,Knorr,2003,2,10,0,Ohio
Brian,Knorr,2004,4,7,0,Ohio
Greg,Knox,2017,1,0,0,Mississippi State
Greg,Knox,2021,1,0,0,Florida
Vic,Koenning,2000,1,10,0,Wyoming
Vic,Koenning,2001,2,9,0,Wyoming
Vic,Koenning,2002,2,10,0,Wyoming
Dirk,Koetter,2000,10,2,0,Boise State
Dirk,Koetter,2001,4,7,0,Arizona State
Dirk,Koetter,2002,8,6,0,Arizona State
Dirk,Koetter,2003,5,7,0,Arizona State
Dirk,Koetter,2004,9,3,0,Arizona State
Dirk,Koetter,2005,7,5,0,Arizona State
Dirk,Koetter,2006,7,6,0,Arizona State
Steve,Kragthorpe,2003,8,5,0,Tulsa
Steve,Kragthorpe,2004,4,8,0,Tulsa
Steve,Kragthorpe,2005,9,4,0,Tulsa
Steve,Kragthorpe,2006,8,5,0,Tulsa
Steve,Kragthorpe,2007,6,6,0,Louisville
Steve,Kragthorpe,2008,5,7,0,Louisville
Steve,Kragthorpe,2009,4,8,0,Louisville
Mike,Kruczek,2000,7,4,0,UCF
Mike,Kruczek,2001,6,5,0,UCF
Mike,Kruczek,2002,7,5,0,UCF
Mike,Kruczek,2003,3,7,0,UCF
Sean,Kugler,2013,2,10,0,UTEP
Sean,Kugler,2014,7,6,0,UTEP
Sean,Kugler,2015,5,7,0,UTEP
Sean,Kugler,2016,4,8,0,UTEP
Sean,Kugler,2017,0,5,0,UTEP
Jimmy,Lake,2020,3,1,0,Washington
Jimmy,Lake,2021,4,5,0,Washington
Brad,Lambert,2015,2,10,0,Charlotte
Brad,Lambert,2016,4,8,0,Charlotte
Brad,Lambert,2017,1,11,0,Charlotte
Brad,Lambert,2018,5,7,0,Charlotte
Dan,Lanning,2022,0,0,0,Oregon
Tim,Lappano,2016,1,1,0,Georgia State
Rhett,Lashlee,2022,0,0,0,SMU
Clark,Lea,2021,2,10,0,Vanderbilt
Clark,Lea,2022,0,0,0,Vanderbilt
Mike,Leach,2000,7,6,0,Texas Tech
Mike,Leach,2001,7,5,0,Texas Tech
Mike,Leach,2002,9,5,0,Texas Tech
Mike,Leach,2003,8,5,0,Texas Tech
Mike,Leach,2004,8,4,0,Texas Tech
Mike,Leach,2005,9,3,0,Texas Tech
Mike,Leach,2006,8,5,0,Texas Tech
Mike,Leach,2007,9,4,0,Texas Tech
Mike,Leach,2008,11,2,0,Texas Tech
Mike,Leach,2009,8,4,0,Texas Tech
Mike,Leach,2012,3,9,0,Washington State
Mike,Leach,2013,6,7,0,Washington State
Mike,Leach,2014,3,9,0,Washington State
Mike,Leach,2015,9,4,0,Washington State
Mike,Leach,2016,8,5,0,Washington State
Mike,Leach,2017,9,4,0,Washington State
Mike,Leach,2018,11,2,0,Washington State
Mike,Leach,2019,6,7,0,Washington State
Mike,Leach,2020,4,7,0,Mississippi State
Mike,Leach,2021,7,6,0,Mississippi State
Mike,Leach,2022,0,0,0,Mississippi State
Jim,Leavitt,2000,7,4,0,South Florida
Jim,Leavitt,2001,8,3,0,South Florida
Jim,Leavitt,2002,9,2,0,South Florida
Jim,Leavitt,2003,7,4,0,South Florida
Jim,Leavitt,2004,4,7,0,South Florida
Jim,Leavitt,2005,6,6,0,South Florida
Jim,Leavitt,2006,9,4,0,South Florida
Jim,Leavitt,2007,9,4,0,South Florida
Jim,Leavitt,2008,8,5,0,South Florida
Jim,Leavitt,2009,8,5,0,South Florida
Jim,Leavitt,2021,0,0,0,SMU
Lance,Leipold,2015,5,7,0,Buffalo
Lance,Leipold,2016,2,10,0,Buffalo
Lance,Leipold,2017,6,6,0,Buffalo
Lance,Leipold,2018,10,4,0,Buffalo
Lance,Leipold,2019,8,5,0,Buffalo
Lance,Leipold,2020,6,1,0,Buffalo
Lance,Leipold,2021,2,10,0,Kansas
Lance,Leipold,2022,0,0,0,Kansas
Pete,Lembo,2011,6,6,0,Ball State
Pete,Lembo,2012,9,4,0,Ball State
Pete,Lembo,2013,10,3,0,Ball State
Pete,Lembo,2014,5,7,0,Ball State
Pete,Lembo,2015,3,9,0,Ball State
Tim,Lester,2017,6,6,0,Western Michigan
Tim,Lester,2018,7,6,0,Western Michigan
Tim,Lester,2019,7,6,0,Western Michigan
Tim,Lester,2020,4,2,0,Western Michigan
Tim,Lester,2021,8,5,0,Western Michigan
Tim,Lester,2022,0,0,0,Western Michigan
Tony,Levine,2012,5,7,0,Houston
Tony,Levine,2013,8,5,0,Houston
Tony,Levine,2014,7,5,0,Houston
Sean,Lewis,2018,2,10,0,Kent State
Sean,Lewis,2019,7,6,0,Kent State
Sean,Lewis,2020,3,1,0,Kent State
Sean,Lewis,2021,7,7,0,Kent State
Sean,Lewis,2022,0,0,0,Kent State
Chip,Lindsey,2019,5,7,0,Troy
Chip,Lindsey,2020,5,6,0,Troy
Chip,Lindsey,2021,5,6,0,Troy
Maurice,Linguist,2021,4,8,0,Buffalo
Maurice,Linguist,2022,0,0,0,Buffalo
Seth,Littrell,2016,5,8,0,North Texas
Seth,Littrell,2017,9,5,0,North Texas
Seth,Littrell,2018,9,4,0,North Texas
Seth,Littrell,2019,4,8,0,North Texas
Seth,Littrell,2020,4,6,0,North Texas
Seth,Littrell,2021,6,7,0,North Texas
Seth,Littrell,2022,0,0,0,North Texas
Mike,Locksley,2009,1,11,0,New Mexico
Mike,Locksley,2010,1,11,0,New Mexico
Mike,Locksley,2011,0,4,0,New Mexico
Mike,Locksley,2019,3,9,0,Maryland
Mike,Locksley,2020,2,3,0,Maryland
Mike,Locksley,2021,7,6,0,Maryland
Mike,Locksley,2022,0,0,0,Maryland
Scot,Loeffler,2019,3,9,0,Bowling Green
Scot,Loeffler,2020,0,5,0,Bowling Green
Scot,Loeffler,2021,4,8,0,Bowling Green
Scot,Loeffler,2022,0,0,0,Bowling Green
Steve,Logan,2000,8,4,0,East Carolina
Steve,Logan,2001,6,6,0,East Carolina
Steve,Logan,2002,4,8,0,East Carolina
Mike,London,2010,4,8,0,Virginia
Mike,London,2011,8,5,0,Virginia
Mike,London,2012,4,8,0,Virginia
Mike,London,2013,2,10,0,Virginia
Mike,London,2014,5,7,0,Virginia
Mike,London,2015,4,8,0,Virginia
Chuck,Long,2006,3,9,0,San Diego State
Chuck,Long,2007,4,8,0,San Diego State
Chuck,Long,2008,2,10,0,San Diego State
Rocky,Long,2000,5,7,0,New Mexico
Rocky,Long,2001,6,5,0,New Mexico
Rocky,Long,2002,7,7,0,New Mexico
Rocky,Long,2003,8,5,0,New Mexico
Rocky,Long,2004,7,5,0,New Mexico
Rocky,Long,2005,6,5,0,New Mexico
Rocky,Long,2006,6,7,0,New Mexico
Rocky,Long,2007,9,4,0,New Mexico
Rocky,Long,2008,4,8,0,New Mexico
Rocky,Long,2011,8,5,0,San Diego State
Rocky,Long,2012,9,4,0,San Diego State
Rocky,Long,2013,8,5,0,San Diego State
Rocky,Long,2014,7,6,0,San Diego State
Rocky,Long,2015,11,3,0,San Diego State
Rocky,Long,2016,11,3,0,San Diego State
Rocky,Long,2017,10,3,0,San Diego State
Rocky,Long,2018,7,6,0,San Diego State
Rocky,Long,2019,10,3,0,San Diego State
Sonny,Lubick,2000,10,2,0,Colorado State
Sonny,Lubick,2001,7,5,0,Colorado State
Sonny,Lubick,2002,10,4,0,Colorado State
Sonny,Lubick,2003,7,6,0,Colorado State
Sonny,Lubick,2004,4,7,0,Colorado State
Sonny,Lubick,2005,6,6,0,Colorado State
Sonny,Lubick,2006,4,8,0,Colorado State
Sonny,Lubick,2007,3,9,0,Colorado State
Matt,Luke,2017,6,6,0,Ole Miss
Matt,Luke,2018,5,7,0,Ole Miss
Matt,Luke,2019,4,8,0,Ole Miss
Chad,Lunsford,2017,2,4,0,Georgia Southern
Chad,Lunsford,2018,10,3,0,Georgia Southern
Chad,Lunsford,2019,7,6,0,Georgia Southern
Chad,Lunsford,2020,8,5,0,Georgia Southern
Chad,Lunsford,2021,1,3,0,Georgia Southern
Bill,Lynch,2000,5,6,0,Ball State
Bill,Lynch,2001,5,6,0,Ball State
Bill,Lynch,2002,6,6,0,Ball State
Bill,Lynch,2007,7,6,0,Indiana
Bill,Lynch,2008,3,9,0,Indiana
Bill,Lynch,2009,4,8,0,Indiana
Bill,Lynch,2010,5,7,0,Indiana
Mike,MacIntyre,2010,1,12,0,San José State
Mike,MacIntyre,2011,5,7,0,San José State
Mike,MacIntyre,2012,10,2,0,San José State
Mike,MacIntyre,2013,4,8,0,Colorado
Mike,MacIntyre,2014,2,10,0,Colorado
Mike,MacIntyre,2015,4,9,0,Colorado
Mike,MacIntyre,2016,10,4,0,Colorado
Mike,MacIntyre,2017,5,7,0,Colorado
Mike,MacIntyre,2018,5,6,0,Colorado
Mike,MacIntyre,2022,0,0,0,Florida International
John,Mackovic,2001,5,6,0,Arizona
John,Mackovic,2002,4,8,0,Arizona
John,Mackovic,2003,1,4,0,Arizona
Frank,Maile,2018,1,0,0,Utah State
Frank,Maile,2020,1,2,0,Utah State
Gus,Malzahn,2012,9,3,0,Arkansas State
Gus,Malzahn,2013,12,2,0,Auburn
Gus,Malzahn,2014,8,5,0,Auburn
Gus,Malzahn,2015,7,6,0,Auburn
Gus,Malzahn,2016,8,5,0,Auburn
Gus,Malzahn,2017,10,4,0,Auburn
Gus,Malzahn,2018,8,5,0,Auburn
Gus,Malzahn,2019,9,4,0,Auburn
Gus,Malzahn,2020,6,4,0,Auburn
Gus,Malzahn,2021,9,4,0,UCF
Gus,Malzahn,2022,0,0,0,UCF
Mark,Mangino,2002,2,10,0,Kansas
Mark,Mangino,2003,6,7,0,Kansas
Mark,Mangino,2004,4,7,0,Kansas
Mark,Mangino,2005,7,5,0,Kansas
Mark,Mangino,2006,6,6,0,Kansas
Mark,Mangino,2007,12,1,0,Kansas
Mark,Mangino,2008,8,5,0,Kansas
Mark,Mangino,2009,5,7,0,Kansas
Lee,Marks,2021,1,0,0,Fresno State
Doug,Marrone,2009,4,8,0,Syracuse
Doug,Marrone,2010,8,5,0,Syracuse
Doug,Marrone,2011,5,7,0,Syracuse
Doug,Marrone,2012,8,5,0,Syracuse
Chuck,Martin,2014,2,10,0,Miami (OH)
Chuck,Martin,2015,3,9,0,Miami (OH)
Chuck,Martin,2016,6,7,0,Miami (OH)
Chuck,Martin,2017,5,7,0,Miami (OH)
Chuck,Martin,2018,6,6,0,Miami (OH)
Chuck,Martin,2019,8,6,0,Miami (OH)
Chuck,Martin,2020,2,1,0,Miami (OH)
Chuck,Martin,2021,7,6,0,Miami (OH)
Chuck,Martin,2022,0,0,0,Miami (OH)
Doug,Martin,2004,5,6,0,Kent State
Doug,Martin,2005,1,10,0,Kent State
Doug,Martin,2006,6,6,0,Kent State
Doug,Martin,2007,3,9,0,Kent State
Doug,Martin,2008,4,8,0,Kent State
Doug,Martin,2009,5,7,0,Kent State
Doug,Martin,2010,5,7,0,Kent State
Doug,Martin,2013,2,10,0,New Mexico State
Doug,Martin,2014,2,10,0,New Mexico State
Doug,Martin,2015,3,9,0,New Mexico State
Doug,Martin,2016,3,9,0,New Mexico State
Doug,Martin,2017,7,6,0,New Mexico State
Doug,Martin,2018,3,9,0,New Mexico State
Doug,Martin,2019,2,10,0,New Mexico State
Doug,Martin,2020,1,1,0,New Mexico State
Doug,Martin,2021,2,10,0,New Mexico State
Derek,Mason,2014,3,9,0,Vanderbilt
Derek,Mason,2015,4,8,0,Vanderbilt
Derek,Mason,2016,6,7,0,Vanderbilt
Derek,Mason,2017,5,7,0,Vanderbilt
Derek,Mason,2018,6,7,0,Vanderbilt
Derek,Mason,2019,3,9,0,Vanderbilt
Derek,Mason,2020,0,8,0,Vanderbilt
Glen,Mason,2000,6,6,0,Minnesota
Glen,Mason,2001,4,7,0,Minnesota
Glen,Mason,2002,8,5,0,Minnesota
Glen,Mason,2003,10,3,0,Minnesota
Glen,Mason,2004,7,5,0,Minnesota
Glen,Mason,2005,7,5,0,Minnesota
Glen,Mason,2006,6,7,0,Minnesota
Ron,McBride,2000,4,7,0,Utah
Ron,McBride,2001,8,4,0,Utah
Ron,McBride,2002,5,6,0,Utah
Dan,McCarney,2000,9,3,0,Iowa State
